student_id,course,branch,cgpa,skills,interests,projects,certifications,career_goal
S01284,MCA,Architecture,9.3,"Data Structures, React, Django, Web Development, Java",Robotics,"React Dashboard, Online Exam Portal","Coursera Python for Everybody, Full Stack Developer Cert, Meta Front-End Developer",Web Developer
S01285,M.Pharm,Pharmacy,6.31,"Quality Assurance, Pharmacology, Research",Civil Planning,"Drug Toxicity Analysis, Pharma R&D Project","Quality Assurance Certification, Clinical Data Management",Pharma Researcher
S01286,MBA,ME,9.8,"Business Analysis, Digital Marketing, Leadership",Robotics,"HR Analytics, Finance Forecasting Model","Six Sigma, Google Business Analytics, Project Management Professional",Product Manager
S01287,M.Tech,IT,7.31,"AI, Big Data, Research, PyTorch, Data Analysis",Civil Planning,"Deep Learning Research, AI-based Energy Optimization, NLP Chatbot System","Deep Learning Specialization, Big Data Hadoop, TensorFlow Developer",Software Engineer
S01288,B.Pharm,Pharmacy,8.39,"Drug Safety, Pharmaceutical Chemistry, Lab Techniques",Cybersecurity,"Pharma Drug Stability Study, Tablet Dissolution Test","Clinical Research Certification, Pharma Quality Cert",Quality Assurance Engineer
S01289,MCA,ME,7.95,"Data Structures, Python, Java, Django, React","Networking, AI","React Dashboard, Online Exam Portal, Web Application System","Meta Front-End Developer, Coursera Python for Everybody, Full Stack Developer Cert",Web Developer
S01290,M.Tech,CE,7.21,"PyTorch, Python, Data Analysis, Deep Learning, Big Data",Data Science,"AI-based Energy Optimization, Deep Learning Research, Smart Grid Simulation","IBM AI Engineering, Big Data Hadoop",AI Engineer
S01291,B.Pharm,Pharmacy,8.85,"Biostatistics, Pharmaceutical Chemistry, Drug Safety, Lab Techniques, Quality Control",Business Analytics,"Pharma Drug Stability Study, Tablet Dissolution Test","Pharma Quality Cert, Drug Development Process",Quality Assurance Engineer
S01292,B.Tech,CSE,6.82,"C++, SQL, Cloud Computing, CSS","Business Analytics, Data Science","E-commerce Backend, Chatbot Assistant, Loan Prediction Model","Cisco Networking Basics, Google Data Analytics",Data Analyst
S01293,MCA,CSE,8.81,"Java, Node.js, Django, React","Civil Planning, AI","Web Application System, React Dashboard","Full Stack Developer Cert, Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S01294,B.Pharm,Pharmacy,6.47,"Quality Control, Biostatistics, Lab Techniques, Pharmaceutical Chemistry","Web Development, Cybersecurity","Clinical Research Report, Pharma Drug Stability Study","Pharma Quality Cert, Clinical Research Certification, Drug Development Process",Quality Assurance Engineer
S01295,MCA,AI,6.43,"React, Python, Web Development, Node.js, Django","Robotics, Cybersecurity","Web Application System, Inventory Management System, React Dashboard","Full Stack Developer Cert, Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S01296,MBA,AI,9.37,"Business Analysis, Digital Marketing, Excel","Product Management, Civil Planning","Market Analysis Project, Finance Forecasting Model, HR Analytics","Google Business Analytics, Project Management Professional, Six Sigma",Product Manager
S01297,MBA,ECE,6.63,"Project Management, Leadership, Excel","Urban Design, Pharma Research","HR Analytics, Startup Business Plan, Finance Forecasting Model","Six Sigma, Project Management Professional, Digital Marketing Certification",Product Manager
S01298,B.Pharm,Pharmacy,8.66,"Biostatistics, Pharmaceutical Chemistry, Drug Safety","Business Analytics, Product Management","Pharma Drug Stability Study, Tablet Dissolution Test","Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S01299,B.Arch,Architecture,9.21,"AutoCAD, Urban Planning, 3D Modeling, Architectural Design",App Development,"Urban Housing Layout, Bridge Design Simulation, 3D City Design","3DS Max Design, Autodesk AutoCAD Certification",Architect
S01300,B.Pharm,Pharmacy,6.44,"Quality Control, Drug Safety, Biostatistics, Lab Techniques, Pharmaceutical Chemistry",AI,"Tablet Dissolution Test, Pharma Drug Stability Study","Drug Development Process, Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S01301,M.Tech,CSE,6.57,"Deep Learning, TensorFlow, AI, Research","Business Analytics, Robotics","Deep Learning Research, AI-based Energy Optimization, NLP Chatbot System","Deep Learning Specialization, Big Data Hadoop",AI Engineer
S01302,B.Tech,CE,6.07,"Machine Learning, JavaScript, CSS","Product Management, Web Development","E-commerce Backend, Chatbot Assistant, Loan Prediction Model","Cisco Networking Basics, Google Data Analytics, AWS Cloud Practitioner",AI Engineer
S01303,M.Pharm,Pharmacy,9.57,"Drug Formulation, Pharmacology, Quality Assurance","Civil Planning, Data Science","Pharma R&D Project, Clinical Data Analytics","Quality Assurance Certification, Clinical Data Management, Advanced Pharmacology",Quality Assurance Engineer
S01304,B.Arch,Architecture,6.6,"AutoCAD, Architectural Design, 3D Modeling, Urban Planning, Revit","AI, Web Development","Bridge Design Simulation, 3D City Design, Green Building Model","Urban Design Certification, Revit Professional, 3DS Max Design",Architect
S01305,B.Arch,Architecture,6.25,"AutoCAD, 3D Modeling, SketchUp",Networking,"Urban Housing Layout, 3D City Design, Bridge Design Simulation","Urban Design Certification, 3DS Max Design, Autodesk AutoCAD Certification",Architect
S01306,B.Pharm,Pharmacy,6.24,"Biostatistics, Lab Techniques, Quality Control",Networking,"Pharma Drug Stability Study, Tablet Dissolution Test","Pharma Quality Cert, Clinical Research Certification, Drug Development Process",Quality Assurance Engineer
S01307,B.Pharm,Pharmacy,6.71,"Quality Control, Drug Safety, Biostatistics","Product Management, IoT","Pharma Drug Stability Study, Tablet Dissolution Test, Clinical Research Report","Pharma Quality Cert, Clinical Research Certification, Drug Development Process",Quality Assurance Engineer
S01308,M.Tech,CSE,7.74,"TensorFlow, Deep Learning, Big Data, Python",Civil Planning,"NLP Chatbot System, Deep Learning Research","IBM AI Engineering, Big Data Hadoop, TensorFlow Developer",AI Engineer
S01309,MCA,Architecture,8.82,"Node.js, Java, React, Web Development","Networking, Product Management","Online Exam Portal, Web Application System, Inventory Management System","Full Stack Developer Cert, Meta Front-End Developer, Coursera Python for Everybody",Business Analyst
S01310,B.Tech,AI,9.68,"Java, JavaScript, SQL, Machine Learning, AutoCAD",Civil Planning,"Chatbot Assistant, IoT Home Automation, Loan Prediction Model","AWS Cloud Practitioner, Microsoft Azure Fundamentals, Cisco Networking Basics",AI Engineer
S01311,B.Tech,Pharmacy,7.95,"JavaScript, HTML, AutoCAD, Java",IoT,"E-commerce Backend, Loan Prediction Model","Microsoft Azure Fundamentals, Google Data Analytics",Web Developer
S01312,MBA,EEE,9.36,"Business Analysis, Project Management, SQL, Excel, Digital Marketing",Web Development,"Finance Forecasting Model, Market Analysis Project","Project Management Professional, Digital Marketing Certification",Product Manager
S01313,B.Pharm,Pharmacy,9.46,"Drug Safety, Pharmaceutical Chemistry, Quality Control, Biostatistics","Web Development, AI","Pharma Drug Stability Study, Tablet Dissolution Test, Clinical Research Report","Clinical Research Certification, Drug Development Process, Pharma Quality Cert",Software Engineer
S01314,B.Tech,Architecture,9.73,"SQL, Java, AutoCAD",Web Development,"E-commerce Backend, Loan Prediction Model, Chatbot Assistant","AWS Cloud Practitioner, Microsoft Azure Fundamentals, Cisco Networking Basics",Web Developer
S01315,M.Pharm,Pharmacy,6.3,"Quality Assurance, Pharmacology, Clinical Trials, Drug Formulation","Product Management, AI","Drug Toxicity Analysis, Pharma R&D Project","Clinical Data Management, Advanced Pharmacology",Quality Assurance Engineer
S01316,B.Pharm,Pharmacy,6.04,"Lab Techniques, Quality Control, Pharmaceutical Chemistry",IoT,"Pharma Drug Stability Study, Tablet Dissolution Test, Clinical Research Report","Drug Development Process, Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S01317,MBA,ECE,8.2,"Project Management, Business Analysis, Excel, Digital Marketing",Urban Design,"Finance Forecasting Model, Startup Business Plan","Project Management Professional, Six Sigma, Digital Marketing Certification",Product Manager
S01318,MCA,AI,7.27,"Node.js, Python, Data Structures, Web Development, Java","Business Analytics, Web Development","Online Exam Portal, Inventory Management System, Web Application System","Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S01319,M.Tech,CE,8.54,"AI, Python, Deep Learning, TensorFlow","Cybersecurity, IoT","Deep Learning Research, NLP Chatbot System, AI-based Energy Optimization","Deep Learning Specialization, TensorFlow Developer, IBM AI Engineering",AI Engineer
S01320,B.Pharm,Pharmacy,8.44,"Pharmaceutical Chemistry, Biostatistics, Lab Techniques, Drug Safety","Robotics, AI","Clinical Research Report, Tablet Dissolution Test, Pharma Drug Stability Study","Pharma Quality Cert, Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S01321,B.Pharm,Pharmacy,8.79,"Drug Safety, Quality Control, Lab Techniques",Web Development,"Pharma Drug Stability Study, Tablet Dissolution Test","Pharma Quality Cert, Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S01322,MCA,CSE,8.28,"Python, Django, Data Structures",App Development,"Web Application System, React Dashboard","Full Stack Developer Cert, Meta Front-End Developer",Business Analyst
S01323,B.Arch,Architecture,9.53,"Revit, AutoCAD, Architectural Design, Urban Planning",Civil Planning,"Bridge Design Simulation, Green Building Model, Urban Housing Layout","Urban Design Certification, 3DS Max Design",Architect
S01324,MCA,AI,7.11,"Node.js, Python, Web Development",Web Development,"Online Exam Portal, React Dashboard, Web Application System","Meta Front-End Developer, Coursera Python for Everybody, Full Stack Developer Cert",Web Developer
S01325,B.Pharm,Pharmacy,8.89,"Quality Control, Pharmaceutical Chemistry, Biostatistics, Drug Safety, Lab Techniques",Web Development,"Tablet Dissolution Test, Clinical Research Report","Clinical Research Certification, Pharma Quality Cert, Drug Development Process",Quality Assurance Engineer
S01326,M.Tech,Pharmacy,7.57,"Big Data, TensorFlow, Research","Robotics, Web Development","AI-based Energy Optimization, Deep Learning Research","Deep Learning Specialization, Big Data Hadoop",Web Developer
S01327,M.Tech,Pharmacy,7.33,"Research, Deep Learning, TensorFlow","Data Science, Business Analytics","AI-based Energy Optimization, Deep Learning Research","IBM AI Engineering, Deep Learning Specialization, Big Data Hadoop",AI Engineer
S01328,MBA,ME,7.85,"SQL, Leadership, Project Management","IoT, Data Science","Market Analysis Project, HR Analytics","Project Management Professional, Digital Marketing Certification, Six Sigma",Full Stack Developer
S01329,MCA,ECE,8.57,"Django, Data Structures, Python, Web Development, Java",Web Development,"Web Application System, Online Exam Portal","Full Stack Developer Cert, Coursera Python for Everybody",Software Engineer
S01330,B.Arch,Architecture,6.82,"AutoCAD, Architectural Design, Urban Planning","App Development, Pharma Research","Green Building Model, 3D City Design","Revit Professional, Urban Design Certification, 3DS Max Design",Architect
S01331,M.Tech,CE,8.7,"Research, Deep Learning, Python, PyTorch",Business Analytics,"Smart Grid Simulation, NLP Chatbot System, AI-based Energy Optimization","TensorFlow Developer, IBM AI Engineering",AI Engineer
S01332,MBA,Pharmacy,6.16,"SQL, Project Management, Business Analysis, Excel",Product Management,"Finance Forecasting Model, Startup Business Plan","Google Business Analytics, Six Sigma",Product Manager
S01333,M.Tech,CE,7.82,"PyTorch, TensorFlow, Research, Python, Data Analysis","Business Analytics, Networking","Deep Learning Research, NLP Chatbot System","Big Data Hadoop, TensorFlow Developer, IBM AI Engineering",Data Analyst
S01334,B.Tech,AI,7.04,"Java, Cloud Computing, HTML, AutoCAD",Product Management,"IoT Home Automation, Loan Prediction Model, E-commerce Backend","AWS Cloud Practitioner, Microsoft Azure Fundamentals, Google Data Analytics",Web Developer
S01335,M.Pharm,Pharmacy,7.37,"Quality Assurance, Drug Formulation, Clinical Trials","Web Development, Robotics","Pharma R&D Project, Clinical Data Analytics, Drug Formulation Study","Quality Assurance Certification, Clinical Data Management",Quality Assurance Engineer
S01336,B.Pharm,Pharmacy,6.05,"Quality Control, Drug Safety, Biostatistics",Robotics,"Clinical Research Report, Pharma Drug Stability Study","Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S01337,M.Pharm,Pharmacy,8.71,"Drug Formulation, Clinical Trials, Quality Assurance",Robotics,"Drug Toxicity Analysis, Clinical Data Analytics, Pharma R&D Project","Advanced Pharmacology, Quality Assurance Certification, Clinical Data Management",Quality Assurance Engineer
S01338,B.Arch,Architecture,8.52,"Urban Planning, SketchUp, AutoCAD",Business Analytics,"3D City Design, Urban Housing Layout","Revit Professional, 3DS Max Design, Autodesk AutoCAD Certification",Architect
S01339,B.Arch,Architecture,9.26,"AutoCAD, Architectural Design, SketchUp","AI, Business Analytics","Green Building Model, Urban Housing Layout","Urban Design Certification, Revit Professional",Architect
S01340,B.Arch,Architecture,7.56,"AutoCAD, 3D Modeling, Urban Planning, SketchUp","Web Development, IoT","3D City Design, Bridge Design Simulation, Green Building Model","Autodesk AutoCAD Certification, 3DS Max Design",Architect
S01341,MBA,ECE,6.78,"Excel, Project Management, Leadership, Digital Marketing",App Development,"Startup Business Plan, Market Analysis Project","Project Management Professional, Six Sigma, Digital Marketing Certification",Product Manager
S01342,B.Tech,Architecture,7.17,"C++, CSS, HTML","Robotics, Data Science","Chatbot Assistant, Portfolio Website","Cisco Networking Basics, Microsoft Azure Fundamentals, AWS Cloud Practitioner",Web Developer
S01343,MBA,Architecture,9.49,"Project Management, Business Analysis, Digital Marketing","Web Development, Urban Design","HR Analytics, Startup Business Plan","Six Sigma, Digital Marketing Certification",Product Manager
S01344,B.Tech,AI,8.15,"C++, JavaScript, SQL",Robotics,"Loan Prediction Model, Portfolio Website","AWS Cloud Practitioner, Cisco Networking Basics, Microsoft Azure Fundamentals",Web Developer
S01345,B.Arch,Architecture,6.3,"SketchUp, Urban Planning, Revit, Architectural Design","Product Management, Civil Planning","Green Building Model, Bridge Design Simulation","Urban Design Certification, 3DS Max Design, Autodesk AutoCAD Certification",Architect
S01346,M.Pharm,Pharmacy,7.14,"Research, Drug Formulation, Clinical Trials, Pharmacology, Quality Assurance",Robotics,"Pharma R&D Project, Drug Toxicity Analysis, Drug Formulation Study","Advanced Pharmacology, Quality Assurance Certification, Clinical Data Management",Pharma Researcher
S01347,M.Tech,AI,9.41,"Data Analysis, TensorFlow, Big Data, Research, Deep Learning",IoT,"Deep Learning Research, NLP Chatbot System, AI-based Energy Optimization","IBM AI Engineering, Big Data Hadoop",AI Engineer
S01348,B.Arch,Architecture,8.62,"Revit, 3D Modeling, Architectural Design",Robotics,"Green Building Model, Bridge Design Simulation","3DS Max Design, Autodesk AutoCAD Certification, Revit Professional",Architect
S01349,B.Pharm,Pharmacy,7.46,"Biostatistics, Lab Techniques, Quality Control, Drug Safety, Pharmaceutical Chemistry","Web Development, Pharma Research","Pharma Drug Stability Study, Tablet Dissolution Test, Clinical Research Report","Drug Development Process, Clinical Research Certification, Pharma Quality Cert",Pharma Researcher
S01350,M.Pharm,Pharmacy,8.02,"Quality Assurance, Pharmacology, Clinical Trials, Research, Drug Formulation","Business Analytics, Web Development","Drug Toxicity Analysis, Clinical Data Analytics","Clinical Data Management, Advanced Pharmacology, Quality Assurance Certification",Pharma Researcher
S01351,M.Pharm,Pharmacy,8.19,"Research, Drug Formulation, Clinical Trials","Product Management, IoT","Clinical Data Analytics, Drug Toxicity Analysis","Quality Assurance Certification, Advanced Pharmacology",Pharma Researcher
S01352,MBA,DS,7.99,"Excel, Project Management, Leadership","Pharma Research, App Development","Finance Forecasting Model, Startup Business Plan","Digital Marketing Certification, Project Management Professional",Product Manager
S01353,MBA,Architecture,9.46,"Leadership, Digital Marketing, Excel, SQL",Product Management,"Finance Forecasting Model, Startup Business Plan, Market Analysis Project","Project Management Professional, Digital Marketing Certification, Google Business Analytics",Product Manager
S01354,MCA,Architecture,6.8,"Data Structures, Python, Node.js, React, Web Development",Business Analytics,"Inventory Management System, Web Application System, Online Exam Portal","Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S01355,B.Tech,ME,8.53,"CSS, C++, Cloud Computing, HTML, JavaScript","AI, IoT","Portfolio Website, E-commerce Backend, Loan Prediction Model","Cisco Networking Basics, Google Data Analytics",AI Engineer
S01356,B.Pharm,Pharmacy,9.5,"Biostatistics, Quality Control, Lab Techniques",Product Management,"Clinical Research Report, Pharma Drug Stability Study","Pharma Quality Cert, Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S01357,M.Pharm,Pharmacy,6.8,"Clinical Trials, Pharmacology, Drug Formulation",Networking,"Clinical Data Analytics, Drug Formulation Study, Pharma R&D Project","Clinical Data Management, Quality Assurance Certification",Quality Assurance Engineer
S01358,M.Tech,DS,8.09,"TensorFlow, Python, Data Analysis, Deep Learning, Research","Pharma Research, Product Management","AI-based Energy Optimization, Deep Learning Research","Big Data Hadoop, IBM AI Engineering, TensorFlow Developer",AI Engineer
S01359,MCA,ECE,6.25,"Data Structures, Node.js, React, Python",Civil Planning,"Online Exam Portal, React Dashboard, Web Application System","Coursera Python for Everybody, Meta Front-End Developer, Full Stack Developer Cert",Web Developer
S01360,M.Pharm,Pharmacy,9.4,"Pharmacology, Clinical Trials, Research, Quality Assurance, Drug Formulation","Networking, AI","Drug Formulation Study, Clinical Data Analytics, Pharma R&D Project","Quality Assurance Certification, Advanced Pharmacology",Pharma Researcher
S01361,B.Pharm,Pharmacy,8.06,"Pharmaceutical Chemistry, Biostatistics, Lab Techniques","Product Management, Urban Design","Clinical Research Report, Pharma Drug Stability Study","Pharma Quality Cert, Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S01362,B.Tech,Pharmacy,6.21,"Java, CSS, Machine Learning, Python, SQL",App Development,"E-commerce Backend, Loan Prediction Model","Cisco Networking Basics, Google Data Analytics",AI Engineer
S01363,MCA,ECE,8.34,"Node.js, Python, Django, Data Structures","Product Management, AI","React Dashboard, Web Application System","Coursera Python for Everybody, Meta Front-End Developer, Full Stack Developer Cert",Web Developer
S01364,B.Tech,IT,7.63,"CSS, C++, Cloud Computing",Web Development,"Chatbot Assistant, E-commerce Backend, Loan Prediction Model","Google Data Analytics, Microsoft Azure Fundamentals",Web Developer
S01365,B.Tech,EEE,8.44,"Python, Java, CSS, C++","Robotics, Product Management","IoT Home Automation, Chatbot Assistant","Microsoft Azure Fundamentals, AWS Cloud Practitioner",Web Developer
S01366,MBA,CSE,6.32,"SQL, Digital Marketing, Business Analysis","Web Development, Pharma Research","Startup Business Plan, Finance Forecasting Model, Market Analysis Project","Digital Marketing Certification, Project Management Professional",Product Manager
S01367,M.Tech,CSE,6.71,"Big Data, TensorFlow, Data Analysis, Python",Urban Design,"NLP Chatbot System, AI-based Energy Optimization, Smart Grid Simulation","IBM AI Engineering, Big Data Hadoop, Deep Learning Specialization",Data Analyst
S01368,M.Pharm,Pharmacy,9.48,"Pharmacology, Research, Drug Formulation, Quality Assurance","Robotics, Networking","Drug Formulation Study, Pharma R&D Project","Quality Assurance Certification, Advanced Pharmacology, Clinical Data Management",Pharma Researcher
S01369,M.Pharm,Pharmacy,8.74,"Quality Assurance, Drug Formulation, Pharmacology, Clinical Trials, Research","App Development, Networking","Clinical Data Analytics, Drug Formulation Study, Pharma R&D Project","Advanced Pharmacology, Quality Assurance Certification, Clinical Data Management",Pharma Researcher
S01370,B.Tech,Architecture,7.57,"Cloud Computing, AutoCAD, CSS, Java",Web Development,"E-commerce Backend, IoT Home Automation, Chatbot Assistant","AWS Cloud Practitioner, Google Data Analytics, Microsoft Azure Fundamentals",Web Developer
S01371,M.Tech,DS,8.05,"Research, TensorFlow, PyTorch",AI,"NLP Chatbot System, Deep Learning Research, AI-based Energy Optimization","Big Data Hadoop, TensorFlow Developer, Deep Learning Specialization",AI Engineer
S01372,MBA,DS,9.84,"SQL, Business Analysis, Leadership, Excel, Project Management","IoT, Networking","Finance Forecasting Model, Startup Business Plan, Market Analysis Project","Six Sigma, Project Management Professional, Digital Marketing Certification",Product Manager
S01373,B.Arch,Architecture,8.05,"Architectural Design, Revit, SketchUp",Civil Planning,"3D City Design, Bridge Design Simulation","Revit Professional, Autodesk AutoCAD Certification",Architect
S01374,B.Tech,CSE,9.5,"Machine Learning, Python, JavaScript, SQL",Urban Design,"IoT Home Automation, Portfolio Website","Microsoft Azure Fundamentals, Cisco Networking Basics",AI Engineer
S01375,B.Tech,EEE,7.17,"SQL, AutoCAD, JavaScript","Web Development, Pharma Research","Portfolio Website, Loan Prediction Model, IoT Home Automation","Microsoft Azure Fundamentals, Cisco Networking Basics, AWS Cloud Practitioner",Web Developer
S01376,B.Pharm,Pharmacy,9.07,"Quality Control, Lab Techniques, Pharmaceutical Chemistry, Drug Safety, Biostatistics",Networking,"Pharma Drug Stability Study, Tablet Dissolution Test","Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S01377,MBA,DS,9.68,"Leadership, Digital Marketing, Project Management",Urban Design,"HR Analytics, Startup Business Plan","Project Management Professional, Six Sigma",Product Manager
S01378,B.Arch,Architecture,6.96,"3D Modeling, Architectural Design, Urban Planning","Data Science, Networking","Bridge Design Simulation, 3D City Design, Urban Housing Layout","Autodesk AutoCAD Certification, Revit Professional, Urban Design Certification",Architect
S01379,B.Arch,Architecture,7.91,"Urban Planning, SketchUp, Revit",Data Science,"Green Building Model, Bridge Design Simulation","Urban Design Certification, Autodesk AutoCAD Certification, 3DS Max Design",Architect
S01380,MBA,Pharmacy,6.77,"Excel, Project Management, Digital Marketing",App Development,"Market Analysis Project, HR Analytics, Finance Forecasting Model","Digital Marketing Certification, Google Business Analytics",Product Manager
S01381,MCA,DS,8.33,"Node.js, Python, Data Structures","App Development, Product Management","Web Application System, React Dashboard, Online Exam Portal","Full Stack Developer Cert, Coursera Python for Everybody",Software Engineer
S01382,MBA,ME,8.14,"Digital Marketing, Project Management, Leadership",Cybersecurity,"Startup Business Plan, Market Analysis Project, Finance Forecasting Model","Project Management Professional, Google Business Analytics",Product Manager
S01383,MBA,CE,6.3,"Excel, Project Management, SQL, Digital Marketing, Business Analysis",Cybersecurity,"Startup Business Plan, HR Analytics","Project Management Professional, Digital Marketing Certification, Google Business Analytics",Product Manager
S01384,B.Arch,Architecture,6.14,"Architectural Design, Revit, AutoCAD","Civil Planning, Networking","Urban Housing Layout, 3D City Design","3DS Max Design, Revit Professional, Urban Design Certification",Architect
S01385,M.Tech,DS,8.6,"Python, Data Analysis, TensorFlow, AI",AI,"AI-based Energy Optimization, Smart Grid Simulation, NLP Chatbot System","Deep Learning Specialization, IBM AI Engineering",AI Engineer
S01386,B.Tech,AI,7.08,"SQL, AutoCAD, Java",Data Science,"Portfolio Website, Chatbot Assistant","AWS Cloud Practitioner, Microsoft Azure Fundamentals, Google Data Analytics",Mechanical Designer
S01387,B.Arch,Architecture,9.57,"Architectural Design, 3D Modeling, Revit, Urban Planning, AutoCAD","Networking, Product Management","3D City Design, Green Building Model","Revit Professional, 3DS Max Design, Urban Design Certification",Architect
S01388,MBA,ME,8.7,"Leadership, Business Analysis, SQL, Digital Marketing, Excel","Business Analytics, IoT","Startup Business Plan, Market Analysis Project","Six Sigma, Digital Marketing Certification",Product Manager
S01389,B.Tech,AI,9.54,"CSS, JavaScript, Python","AI, Urban Design","Loan Prediction Model, E-commerce Backend","Microsoft Azure Fundamentals, Google Data Analytics",AI Engineer
S01390,M.Tech,ECE,9.16,"Deep Learning, Python, Research, PyTorch","Networking, Civil Planning","Smart Grid Simulation, AI-based Energy Optimization","IBM AI Engineering, TensorFlow Developer, Deep Learning Specialization",AI Engineer
S01391,B.Pharm,Pharmacy,7.57,"Biostatistics, Quality Control, Pharmaceutical Chemistry, Lab Techniques","App Development, Urban Design","Clinical Research Report, Pharma Drug Stability Study, Tablet Dissolution Test","Clinical Research Certification, Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S01392,B.Pharm,Pharmacy,8.72,"Drug Safety, Quality Control, Lab Techniques",Data Science,"Pharma Drug Stability Study, Tablet Dissolution Test, Clinical Research Report","Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S01393,MCA,ME,7.64,"Data Structures, React, Web Development, Python","Web Development, App Development","React Dashboard, Web Application System, Online Exam Portal","Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S01394,B.Tech,AI,7.17,"HTML, JavaScript, AutoCAD",App Development,"E-commerce Backend, Chatbot Assistant, Loan Prediction Model","Google Data Analytics, AWS Cloud Practitioner, Cisco Networking Basics",IoT Engineer
S01395,M.Tech,Architecture,9.23,"Python, Deep Learning, Data Analysis, PyTorch",Pharma Research,"Smart Grid Simulation, AI-based Energy Optimization, NLP Chatbot System","IBM AI Engineering, Deep Learning Specialization",Web Developer
S01396,M.Tech,CSE,9.14,"Python, Deep Learning, Research",AI,"Smart Grid Simulation, AI-based Energy Optimization, NLP Chatbot System","Deep Learning Specialization, Big Data Hadoop, IBM AI Engineering",AI Engineer
S01397,B.Arch,Architecture,6.9,"Architectural Design, SketchUp, 3D Modeling",AI,"Urban Housing Layout, Green Building Model, 3D City Design","Urban Design Certification, Revit Professional, 3DS Max Design",Architect
S01398,B.Arch,Architecture,9.83,"SketchUp, AutoCAD, Revit, Urban Planning, 3D Modeling","Civil Planning, App Development","Urban Housing Layout, Bridge Design Simulation","Autodesk AutoCAD Certification, 3DS Max Design",Architect
S01399,MBA,CE,8.45,"Business Analysis, Digital Marketing, Leadership, SQL, Project Management","Web Development, Product Management","Startup Business Plan, Market Analysis Project, Finance Forecasting Model","Project Management Professional, Digital Marketing Certification, Google Business Analytics",Product Manager
S01400,M.Tech,Architecture,6.4,"Research, Big Data, PyTorch, TensorFlow",Cybersecurity,"Smart Grid Simulation, Deep Learning Research","Big Data Hadoop, IBM AI Engineering",AI Engineer
S01401,B.Arch,Architecture,9.12,"Revit, Architectural Design, Urban Planning",Data Science,"3D City Design, Bridge Design Simulation, Urban Housing Layout","Urban Design Certification, Autodesk AutoCAD Certification",Architect
S01402,B.Pharm,Pharmacy,9.71,"Biostatistics, Pharmaceutical Chemistry, Quality Control, Lab Techniques",Civil Planning,"Clinical Research Report, Pharma Drug Stability Study, Tablet Dissolution Test","Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S01403,M.Tech,EEE,8.3,"Big Data, PyTorch, Research, Python","Robotics, Business Analytics","Deep Learning Research, AI-based Energy Optimization, NLP Chatbot System","TensorFlow Developer, IBM AI Engineering, Deep Learning Specialization",Data Analyst
S01404,B.Pharm,Pharmacy,6.31,"Drug Safety, Biostatistics, Quality Control, Lab Techniques, Pharmaceutical Chemistry",IoT,"Tablet Dissolution Test, Pharma Drug Stability Study, Clinical Research Report","Clinical Research Certification, Drug Development Process",Quality Assurance Engineer
S01405,B.Pharm,Pharmacy,8.18,"Drug Safety, Pharmaceutical Chemistry, Quality Control, Lab Techniques",Product Management,"Pharma Drug Stability Study, Tablet Dissolution Test","Drug Development Process, Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S01406,B.Tech,IT,8.2,"Python, HTML, CSS","App Development, Product Management","Portfolio Website, Chatbot Assistant","AWS Cloud Practitioner, Google Data Analytics",Web Developer
S01407,M.Pharm,Pharmacy,7.58,"Pharmacology, Drug Formulation, Research, Quality Assurance","App Development, Web Development","Drug Formulation Study, Pharma R&D Project, Drug Toxicity Analysis","Advanced Pharmacology, Clinical Data Management, Quality Assurance Certification",Pharma Researcher
S01408,MCA,ECE,6.87,"Data Structures, Django, Python, Java, React",Pharma Research,"Web Application System, Inventory Management System","Full Stack Developer Cert, Meta Front-End Developer",Web Developer
S01409,MCA,EEE,6.89,"Node.js, Django, Web Development",App Development,"React Dashboard, Inventory Management System, Web Application System","Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S01410,MBA,CE,9.2,"Digital Marketing, SQL, Leadership",IoT,"Finance Forecasting Model, Startup Business Plan","Project Management Professional, Six Sigma, Google Business Analytics",Product Manager
S01411,B.Tech,Architecture,9.08,"SQL, Java, AutoCAD","Pharma Research, Business Analytics","Portfolio Website, Chatbot Assistant","Cisco Networking Basics, AWS Cloud Practitioner, Google Data Analytics",Mechanical Designer
